"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specelt_no","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"90668","spm","","907071","0","102008","TsSGM 2003/1","holotype","","","valve","","1","table","","","Leptochondria asiatica","species","174532","","Leptochondria asiatica","species","174532","251.3","247.2","34671"
"90669","spm","","1072562","0","133199","TsSGM 2003/3","","","","valve","","1","table","","","Daonella vavilovi","species","246602","","Daonella vavilovi","species","246602","242","235","34671"
"90670","spm","","1072562","0","133199","TsSGM 2003/4","holotype","","","valve","","1","table","","","Daonella vavilovi","species","246602","","Daonella vavilovi","species","246602","242","235","34671"
"90671","spm","","1072562","0","133199","TsSGM 2003/5","","","","valve","","1","table","","","Daonella vavilovi","species","246602","","Daonella vavilovi","species","246602","242","235","34671"
"90672","spm","","1072566","0","133203","TsSGM 2003/35","holotype","","","valve","","1","table","","","Zittelihalobia zitteliformis","species","246603","","Zittelihalobia zitteliformis","species","246603","235","232","34671"
"90673","spm","","1072566","0","133203","TsSGM 2003/36","","","","valve","","1","table","","","Zittelihalobia zitteliformis","species","246603","","Zittelihalobia zitteliformis","species","246603","235","232","34671"
"90674","spm","","1072566","0","133203","TsSGM 2003/37","","","","valve","","1","table","","","Zittelihalobia zitteliformis","species","246603","","Zittelihalobia zitteliformis","species","246603","235","232","34671"
"90675","spm","","1072567","0","133203","TsSGM 2003/39","holotype","","","valve","","1","table","","","Taimyrolobia tsvetkovi","species","246605","","Taimyrolobia tsvetkovi","species","246605","235","232","34671"
"90676","spm","","1072567","0","133203","TsSGM 2003/40","","","","valve","","1","table","","","Taimyrolobia tsvetkovi","species","246605","","Taimyrolobia tsvetkovi","species","246605","235","232","34671"
"90677","spm","","1072567","0","133203","TsSGM 2003/41","","","","valve","","1","table","","","Taimyrolobia tsvetkovi","species","246605","","Taimyrolobia tsvetkovi","species","246605","235","232","34671"
"90678","spm","","1072567","0","133203","TsSGM 2003/42","","","","valve","","1","table","","","Taimyrolobia tsvetkovi","species","246605","","Taimyrolobia tsvetkovi","species","246605","235","232","34671"
"90679","spm","","1072567","0","133203","TsSGM 2003/43","","","","valve","","1","table","","","Taimyrolobia tsvetkovi","species","246605","","Taimyrolobia tsvetkovi","species","246605","235","232","34671"
"90680","spm","","1072568","0","133204","TsSGM 2003/52","holotype","","","valve","","1","table","","","Plagiostoma lenaensis","species","246606","","Plagiostoma lenaensis","species","246606","242","235","34671"
"90681","spm","","907073","0","102010","TsSGM 2003/54","","","","valve","","1","table","","","Gresslya abundans","species","174535","","Gresslya abundans","species","174535","247.2","242","34671"
"90682","spm","","907073","0","102010","TsSGM 2003/53","","","","valve","","1","table","","","Gresslya abundans","species","174535","","Gresslya abundans","species","174535","247.2","242","34671"
"90683","spm","","907073","0","102010","TsSGM 2003/55","","","","valve","","1","table","","","Gresslya abundans","species","174535","","Gresslya abundans","species","174535","247.2","242","34671"
"90684","spm","","907073","0","102010","TsSGM 2003/56","","","","valve","","1","table","","","Gresslya abundans","species","174535","","Gresslya abundans","species","174535","247.2","242","34671"
"90685","spm","","907073","0","102010","TsSGM 2003/57","","","","valve","","1","table","","","Gresslya abundans","species","174535","","Gresslya abundans","species","174535","247.2","242","34671"
"90686","spm","","1072571","0","133207","TsSGM 2001/1","holotype","","","shell","","1","table","","","Sibyllonautilus darkensis","species","246607","","Sibyllonautilus darkensis","species","246607","242","235","42868"
"90687","spm","","1072575","0","133211","TsSGM 2001/8","holotype","","","shell","","1","table","","","Sibyllonautilus abditus","species","246608","","Sibyllonautilus abditus","species","246608","242","235","42868"
"90688","spm","","1072576","0","133212","TsSGM 2001/9","","","","shell","","1","table","","","Gryponautilus truschelevi","species","246609","","Gryponautilus truschelevi","species","246609","242","235","42868"
"90689","spm","","1072576","0","133212","TsSGM 2001/10","holotype","","","shell","","1","table","","Diameter estimated","Gryponautilus truschelevi","species","246609","","Gryponautilus truschelevi","species","246609","242","235","42868"
"90690","spm","","1072578","0","133206","TsSGM 2001/13","","","","shell","","1","table","","","Syringoceras nekuchanicum","species","246611","","Syringoceras nekuchanicum","species","246611","242","235","42868"
"90691","spm","","1072580","0","133213","TsSGM 2001/16","holotype","","","shell","","1","table","","","Proclydonautilus okhotensis","species","246612","","Proclydonautilus okhotensis","species","246612","235","232","42868"
"91269","spm","","953306","0","111477","","holotype","","","shell","","1","","","","Groenlandites nielseni","species","189875","","Groenlandites nielseni","species","189875","247.2","242","36503"
"91270","spm","","953306","0","111477","","paratype","","","shell","","1","","","","Groenlandites nielseni","species","189875","","Groenlandites nielseni","species","189875","247.2","242","36503"
"91271","spm","","953306","0","111477","","paratype","","","shell","","1","","","","Groenlandites nielseni","species","189875","","Groenlandites nielseni","species","189875","247.2","242","36503"
"91272","spm","","953306","0","111477","","","","","shell","","1","","","","Groenlandites nielseni","species","189875","","Groenlandites nielseni","species","189875","247.2","242","36503"
"91273","spm","","953306","0","111477","","","","","shell","","1","","","","Groenlandites nielseni","species","189875","","Groenlandites nielseni","species","189875","247.2","242","36503"
"91274","spm","","953321","0","111491","","holotype","","","shell","","1","","","","Pearylandites troelseni","species","189874","","Pearylandites troelseni","species","189874","247.2","242","36503"
"91275","spm","","953304","0","111477","","holotype","","","shell","","1","","","","Parapopanoceras tetsa","species","189876","recombined as","Amphipopanoceras tetsa","species","189876","247.2","242","36503"
"91375","spm","","950100","0","110848","MSU 7212","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91376","spm","","950100","0","110848","MSU 7210","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91377","spm","","950100","0","110848","MSU 7216","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91378","spm","","950100","0","110848","MSU 7211","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91379","spm","","950100","0","110848","MSU 7213","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91380","spm","","950100","0","110848","MSU 7214","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91381","spm","","950100","0","110848","MSU 7215","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91382","spm","","950100","0","110848","MSU 7217","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91383","spm","","950100","0","110848","MSU 7218","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91384","spm","","950100","0","110848","MSU 7219","","","","shell","","1","","","","Dieneroceras dieneri","species","142172","","Dieneroceras dieneri","species","142171","251.3","247.2","33570"
"91388","spm","","950101","0","110848","MSU 7286","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91389","spm","","950101","0","110848","MSU 7234","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91390","spm","","950101","0","110848","MSU 7288","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91391","spm","","950101","0","110848","MSU 7236","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91392","spm","","950101","0","110848","MSU 7238","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91393","spm","","950101","0","110848","MSU 7235","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91394","spm","","950101","0","110848","MSU 7239","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91395","spm","","950101","0","110848","MSU 7287","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91396","spm","","950101","0","110848","MSU 7237","","","","shell","","1","","","","Juvenites septentrionalis","species","169449","","Juvenites septentrionalis","species","169449","251.3","247.2","33570"
"91408","spm","","950102","0","110848","MSU 7221","","","","shell","","1","","","","Owenites koeneni","species","169443","","Owenites koeneni","species","169443","251.3","247.2","33570"
